ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
26213,100000,1,2,1,37,0,2,0,0,0,0,62869,70490,79744,74439,58921,62160,14273,27970,28755,25627,15190,34101,0
26214,140000,1,2,1,47,0,-1,0,0,-1,-1,52974,49760,56670,60742,54493,60381,30812,29747,11724,15171,23620,30323,1
26215,60000,2,2,2,35,0,1,1,-1,1,0,32873,37011,44450,46228,52268,49955,10697,13924,9447,17456,15553,15322,0
26216,70000,1,2,1,39,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26217,200000,2,2,0,29,-1,-1,-1,-1,-1,0,498,574,648,584,657,652,469,514,497,400,590,471,0
26218,70000,1,1,2,23,0,1,0,1,2,-1,31491,27394,27653,30553,34806,43592,8233,7381,8908,6976,21109,15215,0
26219,90000,2,1,2,39,0,1,0,0,0,-1,57501,49401,44428,43808,40958,30441,11573,9763,21923,16702,23113,10296,0
26220,100000,2,2,2,49,0,0,0,0,0,0,43385,52830,47428,41421,42470,53110,12967,35741,16611,17971,12777,33167,1
26221,70000,1,3,1,31,-1,0,0,0,0,0,36328,38312,38324,38363,40972,44279,19766,13068,23827,15351,20522,30106,0
26222,310000,2,1,1,32,0,-1,-1,0,0,-1,72896,67164,67627,59060,58873,61266,41821,49643,46281,40497,22002,42006,0
26223,80000,2,1,2,42,1,0,0,0,1,-1,32240,26640,23130,23791,23777,25634,17007,16317,14328,9725,15708,7651,0
26224,90000,1,3,1,41,2,0,0,0,-1,0,32213,34943,33989,37374,42908,44945,10441,13323,12129,18100,20825,14350,0
26225,50000,1,2,3,31,1,1,1,-1,0,0,19578,18908,21019,21819,19260,19147,7949,8798,8168,4670,9681,7825,1
26226,120000,2,2,2,46,3,3,1,4,4,3,142878,131390,112189,115712,110991,88107,2858,2628,2244,2314,2220,1762,1
26227,50000,1,1,2,27,-1,-1,-1,-1,-1,0,7963,7591,7612,8443,8833,10447,5061,6372,5562,5407,6815,10447,0
26228,40000,1,2,2,36,6,4,4,2,2,1,58286,61970,73212,82717,92843,69114,1166,1239,1464,1654,1857,1382,1
26229,70000,1,2,2,24,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26230,70000,2,1,2,35,0,0,1,-1,-1,-1,30346,29614,29268,33105,28620,25841,13454,8966,12663,10122,14834,8299,1
26231,90000,2,2,1,39,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
26232,70000,1,3,2,30,0,1,0,0,0,0,30894,37318,49301,44332,42185,44339,13722,13763,18783,19029,18395,27596,1
26233,150000,2,2,2,33,2,2,-1,2,1,-1,58354,65261,53243,53320,42616,39675,13987,16056,15653,10724,14224,13358,1
26234,130000,1,1,1,36,-1,0,-1,-1,0,0,41209,48250,51069,55547,55948,59901,24430,33649,37192,24609,27631,32413,0
26235,30000,2,2,2,37,2,1,1,1,1,2,22820,23480,22252,24226,28622,28911,3009,4973,8635,6405,12527,8942,0
26236,220000,2,1,1,29,-1,-1,1,0,1,0,55210,50763,51028,47868,42097,37201,41159,35688,42986,20972,23731,26722,0
26237,200000,1,1,1,50,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
26238,50000,1,2,2,35,1,0,0,0,0,-1,19722,21672,19706,18936,19436,17717,7210,6994,500,8362,5727,10877,0
26239,100000,2,3,1,39,1,0,0,0,0,0,8562,8057,10143,11086,10129,8226,5072,2995,7227,5176,5429,5230,0
26240,290000,2,1,1,23,0,0,0,-1,1,0,23001,20929,24635,25015,25371,26570,10215,12519,17735,21675,17833,20046,0
26241,190000,2,2,1,38,0,0,-1,0,-1,-1,89077,83233,75686,66853,62274,84776,71042,71470,32731,47030,45062,58399,0
26242,330000,1,2,1,25,0,-1,0,0,0,-1,125771,89923,106828,107558,112946,115479,61456,32549,21314,57826,38155,44450,0
26243,260000,1,2,1,44,-1,-1,-1,0,0,0,55631,53456,51907,56196,48250,50926,41606,37562,39531,36911,28579,43001,0
26244,20000,1,1,2,37,1,0,0,0,0,0,8399,8698,9386,9132,9208,9167,5719,5787,5017,4715,3106,4018,0
26245,170000,2,1,2,29,2,3,0,1,1,0,103118,112725,95188,85836,91509,85462,28100,10468,16438,9176,16690,15492,1
26246,70000,2,2,1,34,3,3,3,0,1,1,41538,40270,32170,32124,28626,30905,5677,2151,702,642,1102,1620,1
26247,70000,1,3,2,42,2,1,0,0,0,0,45424,45033,44157,43055,46900,49272,5635,8674,11274,12811,4333,16778,1
26248,50000,2,3,1,34,0,1,0,-1,0,-1,21828,26683,23638,26935,30253,30684,10339,8752,11389,21066,16621,14430,0
26249,80000,2,3,2,31,-1,0,1,0,-1,0,29047,27440,24702,26461,29776,26929,10734,10432,11977,16727,11842,16524,0
26250,390000,2,3,2,39,-1,0,0,-1,1,0,173981,210342,184101,200050,236046,220251,113900,152925,157303,119401,185589,160242,0
26251,280000,2,1,2,35,-1,0,-1,0,-1,-1,55484,50156,51421,40777,41126,46827,35251,36950,37713,24236,23768,17150,0
26252,50000,2,1,1,47,3,1,0,0,0,1,39320,44441,39749,42641,50970,55594,9436,8414,13918,5414,14364,21511,0
26253,60000,2,1,1,49,-1,0,0,1,0,0,8365,9076,8915,8302,10485,9756,7181,3678,6767,6472,6358,6348,0
26254,190000,1,2,1,22,0,0,0,-1,0,0,76329,89344,106457,112725,104806,103398,31927,40603,38932,70346,44308,42343,0
26255,70000,2,2,2,32,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
26256,70000,2,3,1,57,2,2,0,-1,0,0,50024,52340,58232,39699,43782,46742,13075,7545,9892,11237,9609,10823,1
26257,90000,2,1,2,40,-1,-1,-1,0,-1,0,24398,27642,28025,27382,28196,25103,18136,14535,16141,17081,24285,24001,0
26258,160000,2,1,2,42,3,3,0,0,0,0,113892,145031,134347,96426,101114,121831,36753,24693,49546,16599,29377,35991,1
26259,130000,1,1,2,38,-1,-1,-1,-1,0,0,32473,34734,39251,44726,32349,32519,24964,31016,24859,33702,24378,23429,0
26260,40000,2,1,1,38,-1,-1,0,0,-1,0,11975,11972,17186,19374,16641,18440,7648,9263,14941,16027,13950,12684,0
26261,70000,1,2,1,21,5,0,0,1,1,1,40919,40816,34948,24658,21042,16478,6413,11595,10628,493,4201,330,1
26262,160000,2,2,2,40,-1,-1,-1,0,-1,-1,78148,81997,87099,94711,79123,87354,55291,67019,66090,74922,52544,74333,0
26263,100000,2,1,2,49,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
26264,120000,2,2,2,25,-1,-1,-1,-1,-1,-1,12464,11811,12648,11339,9367,7321,10283,11811,10327,11339,8514,7250,0
26265,140000,1,1,1,28,2,2,0,2,0,0,76749,81147,81021,75074,89422,85235,16173,31489,50565,26753,34732,14683,0
26266,30000,1,1,1,34,3,2,3,3,1,0,20067,24085,26678,25074,23426,26064,8070,9151,6988,10795,12422,10770,0
26267,70000,2,2,1,21,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26268,430000,1,3,2,31,0,0,-1,0,0,1,73691,73921,52260,43636,36894,38841,49988,53845,52260,35083,32174,20546,0
26269,80000,2,3,1,24,3,-1,-1,1,0,0,65421,63777,61516,68054,62648,67977,16370,20031,27036,26002,16394,14841,0
26270,90000,2,1,2,39,2,0,2,1,0,0,77010,70526,68596,59763,55933,45599,15496,17726,8477,11616,1119,16677,0
26271,100000,2,1,2,37,0,-1,0,0,-1,0,37931,43124,36719,40268,41884,32192,21936,16965,18500,29318,33074,24980,0
26272,70000,2,2,2,32,1,0,1,0,1,-1,20403,16635,14881,14757,16374,17751,10177,7325,6320,5235,3783,7721,0
26273,60000,2,3,1,31,2,0,3,0,0,0,31041,30359,35769,39511,43356,40978,9753,6610,8681,15338,10266,14196,1
26274,110000,1,2,2,36,6,2,1,0,1,1,116978,94770,73657,70961,68791,63434,2340,16609,1473,1419,1376,1972,1
26275,200000,2,2,1,44,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
26276,90000,2,2,2,30,-1,-1,-1,-1,-1,-1,17517,16219,14580,15337,14109,12717,16026,14571,11570,9284,8731,8236,0
26277,100000,2,2,1,35,-1,0,-1,0,0,-1,14129,15418,14322,15799,11498,12410,11992,9995,7012,9286,8903,7981,0
26278,80000,1,3,1,47,0,5,0,3,0,0,57082,58468,48137,42599,46252,46307,16013,37729,14619,18953,9368,13933,0
26279,30000,2,2,1,28,-1,-1,1,-1,0,-1,18345,17174,16170,14190,14073,13529,17484,12176,11570,7780,8071,5804,0
26280,120000,2,1,1,44,-1,0,1,-1,0,-1,62188,58491,62965,52308,62116,60089,15458,28503,24660,12737,25301,30610,1
26281,60000,2,3,2,33,0,0,0,-1,0,0,22048,17705,18081,19706,20908,24513,12526,8808,8966,7912,12590,17154,0
26282,220000,2,2,1,51,1,1,0,0,-1,-1,70399,78940,79056,75854,76830,87510,33927,47320,25551,46071,29572,42418,0
26283,130000,2,1,3,21,0,-1,0,1,0,-1,44425,49835,60545,47882,48335,56799,17871,26611,39318,21921,26037,41543,0
26284,70000,2,2,2,28,2,1,1,2,-1,0,39264,31886,27681,29557,28297,23535,14648,12634,5740,14754,11387,7612,0
26285,140000,1,3,2,37,-1,-1,-1,0,0,-1,23567,27705,30694,37501,29537,29505,21521,22536,25161,22791,25807,29505,0
26286,220000,2,2,1,37,-1,0,0,0,-1,-1,39591,39406,38862,45430,44926,42196,17184,26923,27335,30024,26545,24265,0
26287,30000,1,1,2,42,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
26288,130000,2,2,2,34,-1,0,1,2,0,0,63428,62541,61990,60393,55607,58191,29700,41481,36103,34508,38838,29977,1
26289,50000,2,2,1,47,0,-1,0,0,-1,-1,3873,4161,3823,4087,4707,4924,2494,2580,2286,2197,3186,2291,0
26290,110000,2,2,1,42,2,2,0,0,0,0,62982,64080,67107,64635,65557,61697,19321,12973,28588,1293,10336,13370,1
26291,240000,1,1,3,26,0,0,1,-1,0,0,17117,18089,15603,14214,12554,10664,8576,8067,10087,7808,5834,3361,0
26292,100000,2,3,2,46,-1,0,0,-1,0,3,30432,25948,25102,26686,26579,28756,20605,19837,12862,13811,13904,19581,0
26293,170000,2,1,2,38,-1,0,-1,-1,-1,-1,83349,89752,93353,117134,97912,81223,65912,51785,65801,49786,43107,51505,1
26294,100000,2,1,1,41,4,2,1,1,3,0,108214,98111,117421,102299,93136,83256,2164,2836,11048,2046,14776,1665,1
26295,150000,2,2,1,48,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26296,110000,1,1,1,21,-1,-1,0,-1,0,0,28340,27980,27880,31939,33328,35827,21899,18098,27201,24346,22288,30535,0
26297,70000,2,3,1,21,0,0,0,-1,0,0,28510,31822,34229,34774,30925,31172,13822,8514,12928,17845,12572,12708,0
26298,130000,2,2,2,40,-1,-1,-1,-1,0,-1,5879,5036,5257,5443,5508,5419,3252,3767,4316,3267,4715,4318,0
26299,130000,2,2,2,21,1,2,0,1,-1,0,54817,52664,50048,55852,64826,58134,16777,24192,23305,17613,24225,18506,0
26300,170000,2,2,2,34,0,1,0,-1,0,0,15385,13792,15889,15881,11945,12722,6180,8756,10334,8242,6981,6459,0
26301,90000,1,2,2,37,1,0,0,-1,0,0,35447,29810,23778,22436,19195,17210,22216,14964,12635,10218,12426,9079,0
26302,100000,1,2,2,31,0,0,0,1,1,0,49202,51979,56924,49205,57204,61132,21666,18363,23866,19416,14391,34344,1
26303,140000,1,2,1,46,-1,-1,0,-1,0,0,50017,55255,60169,56963,67793,77688,25963,31232,50128,31196,37865,14968,0
26304,230000,1,2,1,37,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
26305,90000,2,3,2,57,1,-1,1,-1,0,-1,15724,16562,15928,15957,12831,13435,6845,6103,8360,8592,5886,11301,0
26306,100000,2,1,2,25,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26307,270000,1,1,3,42,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26308,60000,1,1,1,41,0,0,0,-1,0,2,29813,25972,23417,25954,25810,31664,13613,11975,11564,9497,5517,13046,0
26309,60000,1,2,2,33,3,2,0,2,0,-1,44047,51398,52286,49724,42399,39183,9092,7197,23520,6987,6818,4471,1
26310,140000,2,1,1,39,5,3,1,1,1,1,108344,100654,123111,128402,134000,123270,2167,2013,2462,2568,2680,2465,1
26311,70000,2,2,1,35,-1,-1,0,-1,-1,-1,18979,21568,18062,19985,22120,19584,18140,21568,15536,10945,17581,13828,0
26312,170000,2,2,2,22,-1,-1,-1,-1,-1,0,38051,37932,32501,39045,36935,26731,32355,29904,25266,34006,33827,23478,0
26313,110000,1,1,1,37,0,0,2,0,0,0,46543,52468,46886,45127,44189,43572,23926,16695,24786,6835,18010,18709,0
26314,50000,2,3,2,50,4,4,1,1,0,0,50513,60989,81831,77056,70275,65241,1010,1220,19387,14994,8880,1305,1
26315,60000,2,2,2,50,2,2,1,0,0,2,39907,40468,44218,35538,41023,38518,10469,8068,6843,7054,6787,8103,0
26316,360000,2,1,1,26,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26317,250000,2,3,1,36,-1,0,0,-1,0,0,63392,64444,73556,59260,63278,64840,40713,33571,52871,31314,39147,36552,0
26318,200000,2,2,1,48,1,1,0,1,1,-1,75253,82015,66317,63220,49972,47536,24393,15107,26915,30664,15395,9922,0
26319,380000,1,2,1,24,3,0,2,2,0,-1,219824,239258,244447,216541,236333,227735,60398,105612,38466,62204,58316,50290,1
26320,260000,2,2,2,36,0,0,0,0,0,0,97625,96568,103014,114162,118965,123131,48042,45932,22544,59834,49350,49649,0
26321,310000,2,3,2,27,-1,-1,-1,0,0,0,62889,69368,65792,54133,48399,46515,35562,47654,51522,45723,30620,28951,0
26322,130000,2,2,1,44,1,0,0,1,0,-1,42831,36361,37250,31699,35500,37641,14630,10325,17066,20833,3919,12421,0
26323,90000,2,3,1,37,0,1,0,1,0,0,60949,74200,60540,49973,51751,58773,14970,1484,23690,25111,14113,5212,0
26324,90000,2,5,1,28,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26325,50000,2,3,2,31,3,2,0,0,0,0,32659,28217,26590,32761,32154,33047,653,3161,1383,8779,6953,1473,1
26326,110000,1,2,2,45,3,1,2,0,0,-1,92725,99752,93323,81961,83184,86491,34517,29693,30138,31844,7221,28532,1
26327,180000,1,2,1,33,-1,0,0,-1,-1,-1,76740,68449,65111,65570,54681,49343,67899,51508,52507,49532,46042,34008,0
26328,100000,1,2,2,27,1,0,2,-1,2,0,97358,93441,89779,92794,97606,94252,3921,23949,31771,20156,24554,43282,0
26329,110000,1,2,1,41,0,1,1,3,1,0,96028,74217,60018,60014,62447,63550,20537,12377,24647,20385,8972,28911,1
26330,120000,2,2,1,38,1,1,-1,0,0,0,65256,58693,58359,50865,62416,73022,25377,11846,11297,3105,7982,28017,1
26331,60000,1,2,2,35,1,4,2,0,1,2,39096,32300,37387,40649,50514,35887,6461,4599,7941,2819,4224,3759,1
26332,110000,1,2,1,31,-1,0,0,1,2,0,37578,43182,47002,60546,54480,41874,18629,22851,23615,35564,34142,18656,0
26333,80000,1,2,1,38,0,2,-1,0,-1,0,47395,40588,48224,51283,53382,56830,18823,15985,22413,26944,25867,31101,1
26334,160000,1,1,2,42,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
26335,120000,1,2,2,27,4,2,0,1,1,0,127855,135879,82068,79604,83281,79173,33504,2718,35286,2969,22419,17245,0
26336,130000,2,3,2,29,0,4,0,2,0,1,107353,112060,111203,80169,59906,57529,40297,10506,49165,23797,21707,18103,1
26337,90000,1,3,2,38,4,1,0,0,0,-1,84836,90076,80417,93759,109916,85589,22304,20249,1608,10178,4174,16724,0
26338,200000,2,1,2,34,-1,-1,-1,0,-1,-1,23129,26876,24685,22546,19714,21236,20113,18915,20137,19026,15266,14253,0
26339,80000,1,3,1,35,1,0,2,-1,1,1,42763,39595,37230,39509,41698,36373,3019,19697,18651,14658,13250,7317,0
26340,70000,1,3,1,28,2,0,1,0,0,0,46097,41442,39333,41460,45773,42918,19585,4354,14020,829,20596,15224,0
26341,70000,1,1,2,41,0,0,-1,0,-1,0,3092,3615,3708,3485,3113,2735,3092,2261,2549,2638,2636,2001,0
26342,130000,1,3,2,27,0,4,2,1,0,0,94499,80583,70393,64326,69784,75703,39631,17692,23478,34295,16418,33938,0
26343,100000,2,2,2,45,0,0,0,0,0,0,40679,42419,51103,43888,35291,26779,18463,15400,18306,17019,15078,7839,0
26344,140000,2,2,1,46,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
26345,60000,1,1,2,48,1,0,1,0,2,1,42112,39833,37120,41342,37259,34449,15936,18412,20715,27143,11649,15798,1
26346,190000,2,1,2,54,-1,-1,-1,-1,-1,0,18138,21008,20713,25258,18275,19579,11026,14664,14127,18017,11608,18468,0
26347,120000,2,2,2,31,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
26348,70000,2,1,2,46,0,0,-1,1,0,-1,74998,68328,67606,71350,64146,70593,27446,33814,35045,28893,19730,31658,0
26349,90000,1,2,2,29,-1,0,-1,1,-1,-1,23480,22321,21949,25863,29431,33439,17001,10391,11790,15237,21743,21769,1
26350,80000,1,1,1,22,1,2,1,0,0,-1,43920,38526,34348,32049,32394,38434,10522,7062,6514,9287,1072,8076,1
26351,200000,2,1,1,24,0,0,0,1,0,-1,108729,123280,91609,80221,77498,90480,52714,40289,54532,40101,44266,45120,0
26352,140000,2,2,3,28,0,1,2,-1,2,1,122358,115117,118645,103766,103436,106170,35699,43361,24002,29530,40678,34320,0
26353,50000,2,2,1,21,-1,0,0,0,-1,0,26139,27319,27261,29799,23151,23174,12913,11809,7872,15272,13302,9731,1
26354,90000,1,1,1,53,1,2,-1,2,-1,0,64688,68832,64261,81106,73262,65178,20091,27354,14559,28541,26174,4991,0
26355,130000,1,1,1,33,-1,-1,0,0,-1,-1,26011,24508,24887,24432,24760,23433,22522,19467,18424,13339,14893,20715,0
26356,110000,2,1,2,46,0,0,1,0,1,0,76382,80332,76344,62588,61141,63451,35769,31974,36795,27398,41248,40400,0
26357,60000,2,1,2,47,-1,0,1,0,-1,-1,22363,27791,27466,25694,27787,30625,12996,12537,17598,19247,15253,14072,0
26358,70000,2,3,1,28,0,-1,1,0,-1,0,36190,37345,37516,38091,42862,46514,12982,13010,13493,17517,8243,2359,0
26359,70000,2,2,2,36,0,0,0,0,0,1,25849,22638,24715,23895,23460,23227,11126,9550,15614,7684,10640,8826,0
26360,90000,1,1,2,23,-1,-1,-1,0,-1,-1,17034,15826,14809,14208,11620,10886,5810,12074,9453,11427,11620,4004,0
26361,90000,1,3,2,39,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26362,60000,2,3,1,40,2,1,0,1,1,0,42926,45253,44906,38067,45520,45099,997,4402,1472,3790,6584,902,1
26363,200000,2,3,1,50,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26364,40000,2,2,1,34,1,0,0,0,-1,0,36154,42924,36015,28996,29384,27263,18694,12685,3471,11691,9768,9031,1
26365,240000,2,2,1,43,0,3,1,0,0,0,157992,159087,177501,170795,171536,164047,45092,3182,37681,43264,63536,19906,1
26366,130000,2,2,1,29,1,-1,2,1,1,0,63553,69401,64202,68270,71125,79742,27316,25817,27046,33605,23768,23427,0
26367,110000,2,1,2,49,3,3,4,2,2,1,90700,92443,81795,83371,76322,74804,1814,6497,1636,1667,1526,1496,1
26368,70000,2,2,1,41,3,2,2,2,1,0,44847,40559,40536,48126,61201,44799,16104,4734,15382,3946,2116,16585,0
26369,60000,2,2,2,22,2,0,1,0,0,0,27781,25644,30033,27981,27266,24415,8543,11559,18240,14203,16885,12032,0
26370,30000,1,2,1,25,-1,0,-1,0,-1,0,2075,1892,2369,3062,3401,4049,1386,978,1326,2219,2335,2429,0
26371,80000,1,1,1,36,0,1,-1,2,0,0,13819,12802,12820,11429,10807,10568,7232,5907,2563,5326,6327,3220,1
26372,110000,2,1,1,37,-1,0,0,0,1,0,43428,37665,34673,24696,17430,16696,23447,25282,11259,8326,7431,5591,1
26373,100000,1,2,1,31,-1,0,-1,1,0,0,20645,21146,22887,20784,21901,21693,10411,13065,8722,10000,9416,13086,0
26374,120000,2,2,1,37,-1,0,-1,-1,-1,-1,14120,15953,15812,13870,14544,12093,11469,13643,11035,8599,8281,10507,0
26375,130000,1,2,1,21,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
26376,170000,1,1,1,27,0,0,-1,-1,-1,-1,49036,49798,47366,47812,52559,52025,30415,19783,27765,24015,28113,9520,0
26377,370000,1,2,2,27,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
26378,100000,2,1,2,45,-1,0,-1,-1,-1,-1,7380,7190,6604,7176,6449,5705,5936,4579,5207,3783,4460,2663,1
26379,190000,2,1,2,27,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26380,30000,2,1,2,21,1,1,0,4,2,-1,10788,12551,14661,14005,14175,14539,1560,3686,5481,2586,4314,5241,1
26381,40000,2,1,2,42,2,3,1,0,0,0,27821,25018,26276,28903,29251,32297,8659,4509,3425,5017,12446,646,1
26382,70000,2,1,1,43,0,2,0,-1,0,0,22104,19574,20830,20012,17491,17905,9712,9649,9089,10160,11381,6597,0
26383,30000,1,1,1,21,3,1,3,1,3,2,26553,23017,21923,16706,16632,16673,1951,460,571,334,620,448,1
26384,90000,2,3,2,34,1,3,2,2,0,0,63955,66140,58711,42092,46950,60040,15734,14079,1741,5787,9803,4501,0
26385,80000,1,1,2,22,0,0,0,0,0,0,25064,28012,31916,31215,35804,34325,12377,11261,8729,4116,18100,13855,0
26386,120000,2,2,2,32,0,0,-1,-1,-1,-1,13407,13782,14143,15084,11975,11338,10085,9234,12404,8530,7511,6781,1
26387,180000,2,2,1,32,-1,0,0,-1,1,-1,12883,12375,13394,10524,11106,9631,6641,9055,8766,8658,7503,8596,1
26388,160000,2,1,2,48,0,0,2,-1,0,-1,30313,33055,31385,33181,33826,31771,16126,12133,11843,16365,13399,11043,0
26389,60000,2,2,1,45,0,0,0,0,-1,0,38199,36649,31372,35458,32356,37013,24692,13786,20027,15591,15051,25420,0
26390,80000,2,2,2,30,0,0,1,2,0,-1,40646,43272,38287,31398,27043,27442,20506,19015,18441,15198,8896,7825,0
26391,70000,2,1,1,39,1,0,0,0,2,1,54080,52249,48454,51191,57046,49429,17540,28131,17851,25598,12485,5345,0
26392,80000,1,1,1,31,0,-1,0,1,-1,-1,43904,43898,45649,57367,46794,40952,24871,32464,26497,42467,31202,30755,0
26393,50000,2,1,2,40,4,0,1,0,-1,0,46356,49711,47810,43533,37697,36425,9855,12132,8165,13714,8326,10199,1
26394,90000,2,2,2,35,0,-1,0,1,-1,0,32329,26561,27120,28616,28818,35732,19147,13292,10535,17950,16277,21525,0
26395,180000,2,1,1,31,1,0,-1,-1,2,0,56095,72360,70077,85741,94454,68998,40315,46798,54131,29049,56369,36043,0
26396,130000,1,2,1,45,0,-1,-1,0,0,0,24715,23651,22135,22609,20932,19641,18935,20358,22135,21416,14792,15449,0
26397,170000,2,1,2,34,0,-1,0,0,0,-1,102058,99304,100597,99508,97719,85760,70651,69047,76668,65436,73180,47803,0
26398,100000,1,2,2,51,4,5,3,0,1,-1,94809,99519,97339,100227,99020,85188,1896,8952,1947,2005,1980,1704,1
26399,100000,2,1,1,30,-1,-1,-1,-1,-1,-1,16914,17291,14310,13586,14096,15479,14774,14861,9868,8026,12364,13625,0
26400,50000,2,2,1,41,0,0,0,0,0,0,41931,46472,45593,36536,42298,40059,19604,16335,10377,19659,27562,11038,0
26401,40000,1,3,1,26,0,-1,0,0,0,-1,21413,23282,27716,23625,24990,25555,16150,15848,16311,19121,17834,11470,0
26402,60000,2,2,2,41,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
26403,50000,2,2,2,50,1,1,0,1,0,-1,26706,26861,27598,27697,27464,28130,12395,8807,6455,8093,12520,17021,0
26404,280000,1,1,1,42,-1,-1,0,0,0,-1,63522,54340,64941,66846,64608,67537,56807,36294,32033,35664,46848,52144,1
26405,80000,1,2,2,51,0,0,0,0,1,-1,44411,43681,45051,42769,41690,44214,28566,23955,21081,13613,20891,23324,0
26406,40000,1,2,2,26,1,1,0,-1,1,1,17159,21302,23041,19200,20946,21994,2547,5886,8087,3018,5484,5807,1
26407,110000,2,1,2,41,1,-1,0,0,0,0,48640,51767,53590,42960,40359,22446,21830,21569,37560,14832,23898,9603,0
26408,40000,1,3,2,34,1,2,0,0,-1,-1,11953,11797,11980,14130,12251,10958,8784,5788,6600,9141,4398,3665,1
26409,50000,2,2,1,25,-1,0,-1,0,-1,-1,5925,5080,4528,4286,5081,5932,4132,3812,3571,3236,3167,5669,0
26410,140000,2,3,2,34,0,0,0,0,2,0,96906,75184,65608,62537,63610,65607,24261,19464,6406,28278,28091,21879,0
26411,210000,1,2,2,46,0,0,-1,0,-1,-1,37361,35945,45442,47273,40894,42143,18889,18969,22886,30628,20670,17474,0
26412,80000,1,2,1,34,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
26413,90000,1,2,1,41,0,0,0,1,0,1,47412,39113,37983,32669,26505,23720,13821,17911,10825,5974,1838,4293,1
26414,50000,2,2,1,27,2,1,3,0,0,0,42539,43353,44881,54590,34481,42285,8284,10699,17297,12327,7626,6490,1
26415,150000,2,1,2,43,2,3,0,0,0,0,129769,124938,116374,104637,105743,111982,37578,5213,3901,13920,18952,2240,0
26416,110000,2,2,2,35,4,3,1,0,2,0,129073,126560,143060,131166,144265,131416,2581,2531,2861,17341,2885,4647,0
26417,130000,1,1,2,34,2,2,-1,1,0,0,40798,40821,43379,31425,30747,33579,16737,17087,19580,17272,12460,7450,0
26418,40000,2,1,2,37,1,0,0,0,0,2,27262,25951,25632,21956,21529,16501,10715,11224,13733,7667,6310,6211,0
26419,80000,2,3,2,55,2,1,2,1,0,1,77180,65157,68347,71237,63405,58286,8436,28954,9778,15515,4159,19660,1
26420,270000,2,3,2,48,-1,0,-1,-1,-1,0,79433,99091,122422,125587,128280,139951,64789,70884,122422,100867,120604,98221,0
26421,140000,2,2,2,26,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
26422,330000,2,1,0,38,0,-1,-1,1,-1,0,68506,71328,80048,87107,86569,88214,23749,45734,64846,68909,64586,56899,0
26423,120000,2,1,1,32,2,1,0,2,0,2,98014,111020,119237,100970,109453,91756,1960,4862,20262,14485,2189,41665,1
26424,60000,2,2,1,35,0,0,-1,-1,0,0,10275,11893,11573,9784,10518,11662,7781,10222,7082,5714,9923,7035,0
26425,70000,2,2,2,31,0,2,0,1,0,0,25162,23528,23961,31783,35617,35232,12710,9898,8663,14005,23215,11577,1
26426,50000,1,2,2,37,0,0,1,0,0,2,16951,16873,14710,12996,12813,13901,5641,5986,5306,7505,5953,5195,1
